Date,TAVG,RH,Mental_Health,Substance,Schizophrenia,Mood,Anxiety,Behavioral,Personality,Intellectual,Developmental,Emotional,loc
2017-04-29,21.86,78.4633333333333,42,27,2,8,15,0,0,0,0,0,2
2017-04-30,24.0533333333333,78.12,43,33,1,11,9,0,0,0,1,1,2
2017-05-01,23.8633333333333,69.38,41,31,1,9,12,0,1,0,0,0,2
2017-05-02,17.5133333333333,84.01,47,34,0,11,9,0,2,1,0,0,2
2017-05-03,17.3433333333333,45.65,47,33,3,9,10,0,1,0,0,0,2
2017-05-04,19.3733333333333,51.0066666666667,62,52,3,16,11,0,1,0,0,0,2
2017-05-05,17.8966666666667,81.77,39,30,2,4,9,0,1,1,0,0,2
2017-05-06,12.9133333333333,75.8466666666667,47,37,1,12,11,0,1,0,0,0,2
2017-05-07,10.43,62.7366666666667,42,35,0,8,4,0,1,0,0,0,2
2017-05-08,13.01,46.21,42,29,0,12,12,0,1,0,0,0,2
2017-05-09,16.99,38.6466666666667,61,51,1,11,17,0,2,0,0,0,2
2017-05-10,17.8,71.77,44,29,2,7,15,1,2,1,1,1,2
2017-05-11,22.9333333333333,55.9633333333333,53,38,1,11,13,0,1,0,1,1,2
2017-05-12,20.2933333333333,71.56,35,29,1,6,6,0,0,0,0,0,2
2017-05-13,12.9566666666667,95.4433333333333,35,26,0,7,9,0,0,0,1,1,2
2017-05-14,15.8333333333333,70.5833333333333,44,32,2,7,16,0,0,0,0,0,2
2017-05-15,20.0366666666667,55.29,45,29,2,8,13,1,1,1,2,2,2
2017-05-16,21.76,56.74,54,44,1,10,11,1,2,0,0,0,2
2017-05-17,23.0666666666667,59.6866666666667,54,43,1,15,11,0,2,0,0,0,2
2017-05-18,23.4133333333333,56.78,34,21,1,5,8,0,1,0,0,0,2
2017-05-19,23.3566666666667,73.7866666666667,41,32,2,6,7,0,0,0,0,0,2
2017-05-20,24.1833333333333,70.3266666666667,34,24,1,3,8,0,1,2,0,0,2
2017-05-21,24.28,61.9366666666667,39,24,1,9,7,0,0,0,0,0,2
2017-05-22,19.2266666666667,86.7833333333333,56,41,4,12,12,0,1,0,0,0,2
2017-05-23,21.0466666666667,85.7166666666667,57,31,1,15,26,0,0,1,0,0,2
2017-05-24,17.4666666666667,96.88,44,25,3,17,13,1,1,1,0,0,2
2017-05-25,17.81,91.6666666666667,47,33,4,15,10,0,2,1,1,1,2
2017-05-26,17.2366666666667,64.1366666666667,45,33,3,16,9,0,0,0,0,0,2
2017-05-27,20.8433333333333,59.6233333333333,34,24,2,12,8,0,1,0,0,0,2
2017-05-28,22.48,72.4666666666667,37,29,1,4,6,0,0,0,1,1,2
2017-05-29,21.76,74.19,53,40,3,13,18,0,0,0,1,1,2
2017-05-30,23.2,70.4466666666667,49,35,3,13,16,0,2,0,1,1,2
2017-05-31,22.0766666666667,72.92,49,41,0,9,11,0,1,1,1,1,2
2017-06-01,21.7166666666667,70.2666666666667,50,41,1,12,12,0,2,0,0,0,2
2017-06-02,22.4566666666667,62.35,40,27,2,7,9,0,0,0,1,1,2
2017-06-03,22.3566666666667,59.6133333333333,46,37,2,9,13,0,1,0,0,0,2
2017-06-04,23.91,59.8766666666667,36,23,2,7,11,0,1,0,0,0,2
2017-06-05,24.06,74.8366666666667,59,47,2,14,17,0,2,0,0,0,2
2017-06-06,22.61,81.4033333333333,53,42,2,10,13,0,4,0,1,1,2
2017-06-07,21.9866666666667,59.07,45,25,0,13,18,0,0,0,0,0,2
2017-06-08,19.06,63.2533333333333,41,32,0,5,5,0,0,0,1,1,2
2017-06-09,17.7633333333333,73.3333333333333,52,30,2,8,16,0,0,0,0,0,2
2017-06-10,21.26,64.2166666666667,42,31,2,13,13,0,1,0,1,1,2
2017-06-11,22.87,64.4633333333333,42,32,1,4,6,0,0,0,0,0,2
2017-06-12,23.5733333333333,64.2,34,25,1,4,8,0,0,0,0,0,2
2017-06-13,24.8866666666667,70.6966666666667,43,34,0,7,6,0,0,0,0,0,2
2017-06-14,24.6466666666667,72.2233333333333,45,34,1,7,16,0,0,0,0,0,2
2017-06-15,25.15,70.9333333333333,32,26,1,4,4,0,2,0,0,0,2
2017-06-16,25.86,68.5866666666667,48,29,4,9,13,0,1,1,1,1,2
2017-06-17,24.8966666666667,76.0166666666667,30,24,0,9,9,0,1,0,0,0,2
2017-06-18,24.3266666666667,79.7866666666667,46,36,0,6,16,0,0,1,0,0,2
2017-06-19,25.6533333333333,72.7033333333333,62,46,0,12,18,0,4,0,0,0,2
2017-06-20,24.2266666666667,78.3533333333333,46,30,0,9,16,0,0,0,1,1,2
2017-06-21,23.4366666666667,74.3633333333333,60,47,3,11,16,0,3,0,2,2,2
2017-06-22,24.0366666666667,78.1166666666667,46,31,0,11,15,0,1,0,0,0,2
2017-06-23,23.3733333333333,89.3866666666667,54,30,1,11,21,0,0,0,0,0,2
2017-06-24,25.7733333333333,72.8166666666667,46,39,1,8,10,0,0,0,0,0,2
2017-06-25,23.5866666666667,83.43,44,27,0,9,11,0,1,0,1,1,2
2017-06-26,19.6866666666667,76.0366666666667,50,35,5,14,14,0,1,0,1,1,2
2017-06-27,21.3266666666667,58.2066666666667,49,41,1,8,11,0,0,0,0,0,2
2017-06-28,19.2933333333333,60.44,45,29,0,15,12,0,2,0,0,0,2
2017-06-29,21.2266666666667,61.7466666666667,40,31,0,9,11,0,1,0,0,0,2
2017-06-30,24.4533333333333,67.63,51,35,2,14,10,0,1,2,0,0,2
2017-07-01,23.77,85.6666666666667,44,25,1,9,12,0,0,0,0,0,2
2017-07-02,24.8333333333333,78.99,40,32,0,6,10,0,0,0,0,0,2
2017-07-03,25.4933333333333,71.9066666666667,45,37,0,12,10,1,2,0,1,1,2
2017-07-04,25.5533333333333,74.77,40,29,1,11,9,0,0,1,0,0,2
2017-07-05,25.3833333333333,77.5433333333333,36,25,0,8,6,0,0,0,0,0,2
2017-07-06,25.5066666666667,73.4166666666667,61,43,0,19,15,1,0,0,1,1,2
2017-07-07,26.2466666666667,73.1633333333333,40,31,1,6,8,0,1,0,0,0,2
2017-07-08,25.5733333333333,74.5433333333333,45,35,2,5,7,0,1,0,0,0,2
2017-07-09,24.7966666666667,71.1733333333333,43,31,2,6,8,0,1,0,0,0,2
2017-07-10,23.9833333333333,68.3566666666667,56,37,3,14,18,0,4,0,0,0,2
2017-07-11,25.9,67.62,60,47,1,11,9,0,0,0,0,0,2
2017-07-12,26.9233333333333,70.1333333333333,51,41,2,16,12,0,1,0,0,0,2
2017-07-13,27.2566666666667,71.56,43,25,3,13,10,0,3,1,2,2,2
2017-07-14,27.07,70.0733333333333,57,42,1,12,18,0,1,0,0,0,2
2017-07-15,26.94,69.41,52,39,1,10,13,0,2,1,0,0,2
2017-07-16,25.6466666666667,73.33,42,31,0,7,13,0,0,0,0,0,2
2017-07-17,25.1633333333333,69.15,50,36,2,10,12,0,0,0,0,0,2
2017-07-18,24.8033333333333,70.6966666666667,45,32,3,6,16,0,1,0,0,0,2
2017-07-19,25.11,70.87,50,35,2,7,7,0,1,1,1,1,2
2017-07-20,26.6566666666667,68.7133333333333,48,38,2,8,16,0,1,0,0,0,2
2017-07-21,27.3933333333333,65.2,46,31,0,11,13,0,2,0,0,0,2
2017-07-22,28.3266666666667,64.98,42,29,2,9,13,0,1,0,0,0,2
2017-07-23,28.5366666666667,67.8166666666667,43,31,1,8,9,0,1,0,0,0,2
2017-07-24,26.8333333333333,71.15,61,47,3,11,15,0,1,0,0,0,2
2017-07-25,26.2033333333333,70.68,46,38,1,9,8,0,1,0,0,0,2
2017-07-26,26.8866666666667,66.3766666666667,44,32,0,11,14,0,1,0,0,0,2
2017-07-27,24.8466666666667,77.96,40,27,3,13,8,0,4,0,0,0,2
2017-07-28,25.7133333333333,78.1833333333333,42,28,2,12,13,0,3,1,2,2,2
2017-07-29,25.1,83.4633333333333,37,26,2,10,12,0,1,1,0,0,2
2017-07-30,23.3033333333333,62.8566666666667,50,37,2,14,14,0,2,0,0,0,2
2017-07-31,21.3466666666667,55.91,39,27,4,11,9,0,2,1,0,0,2
2017-08-01,22.72,59.1766666666667,50,39,1,13,15,0,3,1,0,0,2
2017-08-02,23.38,63.9766666666667,47,39,1,10,7,0,1,0,0,0,2
2017-08-03,22.6266666666667,74.7333333333333,56,37,3,12,18,0,3,0,0,0,2
2017-08-04,23.9533333333333,67.14,52,38,3,15,17,0,0,0,0,0,2
2017-08-05,24.1933333333333,71.5633333333333,45,36,2,10,16,0,1,0,1,1,2
2017-08-06,23.0366666666667,56.18,36,28,1,8,10,0,0,0,0,0,2
2017-08-07,24.3066666666667,66.8766666666667,40,29,3,3,9,0,1,0,1,1,2
2017-08-08,24.6833333333333,82.01,50,35,2,8,13,0,0,1,1,1,2
2017-08-09,21.5766666666667,82.2566666666667,57,44,4,8,14,0,2,0,0,0,2
2017-08-10,21.7866666666667,73.12,58,36,1,13,18,0,1,0,2,2,2
2017-08-11,22.89,79.8366666666667,55,44,1,13,14,0,1,0,0,0,2
2017-08-12,23.61,89.0733333333333,45,32,3,11,13,0,3,0,0,0,2
2017-08-13,25.34,78.3333333333333,48,33,1,8,14,0,1,0,0,0,2
2017-08-14,25.03,78.59,54,48,3,13,12,0,3,0,0,0,2
2017-08-15,24.6766666666667,84.2666666666667,50,34,3,7,16,0,4,0,0,0,2
2017-08-16,25.34,80.1933333333333,46,33,0,11,8,0,0,0,0,0,2
2017-08-17,26.1933333333333,76.7866666666667,49,36,2,9,11,0,2,1,0,0,2
2017-08-18,26.9966666666667,74.78,41,34,3,10,10,0,2,1,0,0,2
2017-08-19,26.5733333333333,74.77,34,26,1,7,12,0,3,0,0,0,2
2017-08-20,24.7566666666667,69.4133333333333,45,38,0,7,8,0,0,0,0,0,2
2017-08-21,26.08,68.8866666666667,38,28,0,4,9,0,0,0,0,0,2
2017-08-22,25.7433333333333,74.8633333333333,51,35,2,14,16,0,0,0,3,3,2
2017-08-23,26.2366666666667,72.84,41,32,1,7,7,1,0,0,0,0,2
2017-08-24,24.4533333333333,71.9066666666667,56,38,3,18,18,1,1,0,0,0,2
2017-08-25,22.6233333333333,66.51,38,30,0,8,13,0,2,1,0,0,2
2017-08-26,22.2433333333333,67.6566666666667,37,34,2,8,12,0,3,0,0,0,2
2017-08-27,23.0266666666667,73.2466666666667,38,23,1,7,6,0,1,1,1,1,2
2017-08-28,21.0166666666667,67.4333333333333,54,44,1,9,10,0,0,1,0,0,2
2017-08-29,20.11,71.1333333333333,46,34,4,12,12,0,4,0,0,0,2
2017-08-30,20.7733333333333,76.5066666666667,44,32,0,11,11,0,0,0,1,1,2
2017-08-31,22.6566666666667,76.87,42,35,1,12,12,1,0,0,0,0,2
2017-09-01,21.0233333333333,93.6233333333333,37,30,0,10,5,0,0,0,0,0,2
2017-09-02,21.0133333333333,79.9066666666667,34,23,1,13,8,0,1,0,0,0,2
2017-09-03,18.4466666666667,83.45,50,40,6,7,11,0,3,0,0,0,2
2017-09-04,20.8466666666667,62.5833333333333,39,26,2,11,11,0,1,1,0,0,2
2017-09-05,21.4366666666667,66.4333333333333,48,32,1,15,13,0,2,0,0,0,2
2017-09-06,22.86,70.36,51,42,1,10,13,1,0,0,0,0,2
2017-09-07,13.6766666666667,94.8766666666667,47,33,1,8,13,0,3,0,1,1,2
2017-09-08,16.26,65.8766666666667,49,35,1,14,14,0,1,1,0,0,2
2017-09-09,17.35,66.9433333333333,34,26,1,8,10,0,2,0,0,0,2
2017-09-10,17.2833333333333,63.8733333333333,50,33,1,11,14,0,3,0,0,0,2
2017-09-11,16.7566666666667,61.6766666666667,45,29,2,8,11,0,1,0,0,0,2
2017-09-12,14.7666666666667,91.9066666666667,59,43,2,12,15,0,1,1,0,0,2
2017-09-13,16.4566666666667,97.83,62,44,3,17,22,0,1,0,0,0,2
2017-09-14,19.64,77.6633333333333,44,32,4,11,9,0,0,0,0,0,2
2017-09-15,19.6966666666667,80.87,56,37,1,16,14,0,1,1,0,0,2
2017-09-16,21.64,74.2166666666667,37,29,2,6,10,0,0,0,1,1,2
2017-09-17,22.6633333333333,70.58,50,34,2,15,12,0,2,0,1,1,2
2017-09-18,22.8366666666667,73.3466666666667,45,38,1,13,15,0,3,0,0,0,2
2017-09-19,22.6133333333333,73.36,52,36,4,12,14,0,1,1,0,0,2
2017-09-20,22.6533333333333,75.3133333333333,50,43,5,8,8,0,0,0,0,0,2
2017-09-21,24.0533333333333,66.59,31,19,1,6,11,1,1,0,1,1,2
2017-09-22,23.6266666666667,69.7066666666667,44,33,1,11,8,0,2,0,0,0,2
2017-09-23,23.45,71.6966666666667,37,27,1,10,8,0,0,0,0,0,2
2017-09-24,23.2533333333333,68.7,63,52,1,8,10,0,2,1,0,0,2
2017-09-25,22.5833333333333,68.7566666666667,63,47,2,10,17,1,0,0,0,0,2
2017-09-26,22.49,72.3733333333333,55,42,2,3,8,0,0,1,0,0,2
2017-09-27,23.5033333333333,71.8,38,27,2,12,12,0,2,0,0,0,2
2017-09-28,24.8666666666667,62.5066666666667,53,36,0,14,13,0,0,2,0,0,2
2017-09-29,24.74,56.86,52,36,3,12,15,0,0,0,1,1,2
2017-09-30,18.8266666666667,65.2866666666667,42,34,2,7,9,0,1,1,0,0,2
2017-10-01,16.5133333333333,51.56,51,42,0,10,10,0,1,0,1,1,2
2017-10-02,13.6666666666667,61.5333333333333,51,34,0,9,12,0,0,1,0,0,2
2017-10-03,15.5066666666667,71.2133333333333,63,50,1,8,14,0,2,1,0,0,2
2017-10-04,16.4566666666667,66.6866666666667,40,27,2,10,12,0,3,0,1,1,2
2017-10-05,17.4833333333333,63.4166666666667,58,38,4,11,21,0,1,0,0,0,2
2017-10-06,18.9633333333333,62.48,40,21,4,16,13,0,2,0,0,0,2
2017-10-07,19.9766666666667,68.97,39,30,1,9,10,0,0,0,1,1,2
2017-10-08,20.36,92.7433333333333,51,36,2,13,12,0,1,0,0,0,2
2017-10-09,22.69,95.6133333333333,56,42,3,15,17,0,1,0,0,0,2
2017-10-10,24.4933333333333,86.0366666666667,50,33,0,13,15,1,3,0,0,0,2
2017-10-11,24.8866666666667,84.78,56,37,2,8,15,1,1,0,1,1,2
2017-10-12,24.0933333333333,78.24,44,35,0,7,5,0,0,0,1,1,2
2017-10-13,22.3166666666667,79.2066666666667,36,26,2,10,9,0,2,1,1,1,2
2017-10-14,17.5833333333333,90.1266666666667,53,42,2,14,18,0,2,0,0,0,2
2017-10-15,18.9333333333333,83.6433333333333,40,30,0,5,6,0,1,0,0,0,2
2017-10-16,21.4633333333333,80.6966666666667,65,42,3,19,22,0,1,1,0,0,2
2017-10-17,12.0066666666667,66.4,56,38,1,16,16,0,0,0,0,0,2
2017-10-18,11.2066666666667,61.8433333333333,46,30,3,15,15,0,4,0,2,2,2
2017-10-19,11.9133333333333,63.1933333333333,41,25,1,8,12,0,0,0,0,0,2
2017-10-20,14.2633333333333,58.9366666666667,36,26,2,6,8,0,1,0,0,0,2
2017-10-21,16.1433333333333,55.59,40,28,1,14,10,0,1,0,0,0,2
2017-10-22,16.4566666666667,66.7233333333333,30,21,2,9,14,0,0,1,0,0,2
2017-10-23,16.9966666666667,83.54,56,43,0,14,18,0,2,0,0,0,2
2017-10-24,14.26,99.7833333333333,40,32,0,7,7,0,1,0,0,0,2
2017-10-25,11.5566666666667,65.5866666666667,45,34,1,8,12,0,0,0,0,0,2
2017-10-26,8.68333333333333,63.2066666666667,47,37,3,12,9,0,1,0,0,0,2
2017-10-27,9.85666666666667,60.2566666666667,33,26,1,4,5,0,1,0,0,0,2
2017-10-28,12.8733333333333,68.12,52,39,1,10,9,0,0,1,1,1,2
2017-10-29,13.43,89.8933333333333,37,27,0,10,14,0,1,0,0,0,2
2017-10-30,5.76666666666667,65.7733333333333,50,36,1,13,15,0,0,0,0,0,2
2017-10-31,8.29333333333333,56.6466666666667,39,22,2,10,12,0,2,0,2,2,2
2017-11-01,12.4933333333333,65.2833333333333,46,30,0,14,16,0,2,0,0,0,2
2017-11-02,14.4833333333333,73.1433333333333,48,29,3,15,19,0,0,0,0,0,2
2017-11-03,15.99,75.2166666666667,56,42,3,9,14,0,2,1,0,0,2
2017-11-04,18.3,81.4666666666667,39,29,2,5,9,0,0,1,0,0,2
2017-11-05,14.1166666666667,91.5666666666667,42,38,1,4,4,0,1,0,1,1,2
2017-11-06,13.6433333333333,99.5866666666667,50,40,2,7,10,2,0,0,0,0,2
2017-11-07,17.9866666666667,86.3066666666667,54,37,0,16,14,0,0,0,0,0,2
2017-11-08,12.38,100.023333333333,61,41,1,18,11,0,1,1,0,0,2
2017-11-09,7.56666666666667,93.0533333333333,45,34,0,9,5,0,0,0,0,0,2
2017-11-10,7.00666666666667,90.39,40,28,1,10,12,0,0,0,0,0,2
2017-11-11,7.26,51.45,47,38,2,4,5,0,0,0,0,0,2
2017-11-12,3.30666666666667,58.8966666666667,38,32,0,12,11,0,1,1,0,0,2
2017-11-13,5.10666666666667,88.47,42,32,1,6,13,0,0,0,0,0,2
2017-11-14,9.38333333333333,66.2666666666667,45,34,1,11,8,0,1,0,1,1,2
2017-11-15,6.63666666666667,78.7533333333333,40,30,2,13,14,0,0,0,0,0,2
2017-11-16,6.07,73.69,42,30,2,16,14,0,2,0,0,0,2
2017-11-17,9.40333333333333,52.64,38,28,0,6,12,0,0,0,0,0,2
2017-11-18,8.37333333333333,52.55,39,29,2,5,8,1,1,0,0,0,2
2017-11-19,10.64,79.1866666666667,41,31,1,11,6,1,0,0,0,0,2
2017-11-20,4.25,58.82,58,39,3,13,14,0,3,0,0,0,2
2017-11-21,5.21333333333333,53.7933333333333,39,32,1,8,9,0,1,0,0,0,2
2017-11-22,8.40333333333333,82.49,41,27,2,7,9,0,2,0,0,0,2
2017-11-23,7.52333333333333,51.5633333333333,35,25,1,4,6,0,0,0,0,0,2
2017-11-24,4.35666666666667,61.76,38,23,1,10,9,0,1,0,0,0,2
2017-11-25,6.56,64.2233333333333,44,35,0,6,8,0,0,0,0,0,2
2017-11-26,7.29666666666667,70.3833333333333,44,34,1,5,9,0,0,0,1,1,2
2017-11-27,6.95666666666667,42.7,47,28,0,9,11,0,1,0,0,0,2
2017-11-28,7.39333333333333,42.3366666666667,39,29,0,8,5,0,1,0,1,1,2
2017-11-29,7.74,46.1566666666667,46,35,2,6,7,0,0,0,1,1,2
2017-11-30,10.5966666666667,50.8666666666667,46,34,2,11,5,0,1,0,0,0,2
2017-12-01,9.85666666666667,76.3433333333333,47,39,1,8,8,0,2,0,0,0,2
2017-12-02,12.1933333333333,66.7266666666667,24,15,1,3,2,0,0,0,0,0,2
2017-12-03,7.47,80.9233333333333,45,31,2,11,10,0,2,0,0,0,2
2017-12-04,9.41,63.8266666666667,49,36,0,9,11,1,2,1,0,0,2
2017-12-05,8.09666666666667,72.57,52,39,2,9,12,0,1,0,0,0,2
2017-12-06,10.7866666666667,93.97,45,32,3,15,15,0,2,1,1,1,2
2017-12-07,5.49,69.59,46,31,0,11,13,0,1,0,0,0,2
2017-12-08,5.65,63.0033333333333,29,23,1,5,4,0,0,0,1,1,2
2017-12-09,1.83333333333333,87.9966666666667,42,29,2,8,8,0,0,0,1,1,2
2017-12-10,-1.26666666666667,87.9266666666667,43,29,1,10,11,0,1,0,2,2,2
2017-12-11,0.256666666666667,64.1633333333333,50,35,1,8,11,0,1,0,1,1,2
2017-12-12,5.30333333333333,60.9333333333333,56,44,3,12,13,0,0,2,0,0,2
2017-12-13,2.37,42.6366666666667,50,35,1,10,16,0,0,0,0,0,2
2017-12-14,1.33666666666667,39.4766666666667,40,26,0,8,9,0,0,0,0,0,2
2017-12-15,5.81,50.1933333333333,46,30,1,14,12,0,1,0,0,0,2
2017-12-16,1.01666666666667,63.8433333333333,29,18,0,4,6,0,1,0,0,0,2
2017-12-17,2.22666666666667,58.43,30,18,1,11,7,0,0,1,0,0,2
2017-12-18,2.88,81.34,52,39,4,2,10,0,2,0,1,1,2
2017-12-19,7.88333333333333,82.4333333333333,42,35,1,11,10,0,0,0,1,1,2
2017-12-20,13.3733333333333,57.68,43,30,2,12,10,0,0,0,1,1,2
2017-12-21,9.15,98.8966666666667,42,31,2,10,10,0,2,0,0,0,2
2017-12-22,7.57333333333333,83.0966666666667,41,29,1,4,9,0,0,0,0,0,2
2017-12-23,9.46333333333333,90.4733333333333,46,36,0,10,9,0,0,0,0,0,2
2017-12-24,11.4033333333333,91.5133333333333,39,28,1,6,8,0,2,0,2,2,2
2017-12-25,4.50333333333333,81.5733333333333,43,30,0,11,11,0,0,0,0,0,2
2017-12-26,-0.186666666666667,42.0866666666667,43,26,1,10,14,0,1,1,0,0,2
2017-12-27,1.4,47.4133333333333,58,44,4,12,16,0,2,0,0,0,2
2017-12-28,0.0833333333333333,55.1833333333333,60,41,0,9,12,0,1,0,1,1,2
2017-12-29,-3.93,48.0733333333333,38,29,1,5,7,0,1,0,0,0,2
2017-12-30,-0.243333333333333,57,56,40,2,9,7,0,0,1,0,0,2
2017-12-31,2.60666666666667,56.85,42,30,2,7,7,0,1,0,0,0,2
2018-01-01,-6.53333333333333,49.6766666666667,47,37,0,6,9,0,1,0,0,0,2
2018-01-02,-7.86333333333333,45.0533333333333,52,36,3,10,15,0,0,0,0,0,2
2018-01-03,-6.42666666666667,42.3833333333333,56,33,5,10,14,0,0,1,0,0,2
2018-01-04,-4.84666666666667,44.96,36,25,1,8,7,0,0,1,1,1,2
2018-01-05,-7.61,45.2133333333333,47,31,1,14,14,0,1,1,2,2,2
2018-01-06,-6.31666666666667,31.8633333333333,34,24,2,11,8,0,0,0,0,0,2
2018-01-07,-7.44,32.5533333333333,38,30,2,5,6,0,1,0,0,0,2
2018-01-08,-7.95,49.1766666666667,55,43,3,11,11,0,2,0,1,1,2
2018-01-09,-0.733333333333333,81.2266666666667,39,30,1,7,7,0,1,0,0,0,2
2018-01-10,8.1,79.99,51,39,0,10,12,0,2,0,1,1,2
2018-01-11,8.84666666666667,66.4966666666667,53,42,0,5,12,0,0,0,0,0,2
2018-01-12,11.5533333333333,100,58,44,1,10,11,0,2,0,0,0,2
2018-01-13,9.51,99.6633333333333,41,33,3,6,5,0,4,0,0,0,2
2018-01-14,-2.09,54.6166666666667,53,35,1,4,14,0,2,0,1,1,2
2018-01-15,-4.78333333333333,54.61,43,35,1,6,7,1,1,0,0,0,2
2018-01-16,-3.37333333333333,55.5433333333333,34,27,1,6,8,0,1,1,0,0,2
2018-01-17,-0.256666666666667,71.44,29,20,1,5,7,0,0,0,1,1,2
2018-01-18,-7.31,77.88,34,25,2,7,10,0,0,0,1,1,2
2018-01-19,-2.87666666666667,57.74,46,30,0,10,7,0,0,0,0,0,2
2018-01-20,2.34666666666667,42.54,45,31,1,12,17,0,2,0,0,0,2
2018-01-21,6.18333333333333,66.21,48,32,0,5,10,0,0,1,0,0,2
2018-01-22,10.0833333333333,64.83,45,34,3,8,5,0,0,0,0,0,2
2018-01-23,9.48666666666667,89.1166666666667,50,37,3,10,11,0,0,1,0,0,2
2018-01-24,9.15,48.45,59,44,0,14,11,0,2,0,0,0,2
2018-01-25,4.54666666666667,48.27,43,28,2,9,11,0,0,0,0,0,2
2018-01-26,3.67666666666667,43.9133333333333,50,32,2,8,10,0,1,0,1,1,2
2018-01-27,3.97333333333333,51.9,41,27,1,7,10,0,0,1,0,0,2
2018-01-28,7.73,84.8866666666667,46,34,1,8,12,0,1,0,1,1,2
2018-01-29,9.19333333333333,99.48,59,47,2,6,12,0,1,1,0,0,2
2018-01-30,6.34666666666667,57.5866666666667,64,49,3,15,17,0,2,0,0,0,2
2018-01-31,-1.03333333333333,47.35,44,29,1,9,7,1,0,1,0,0,2
2018-02-01,1.00333333333333,49.75,61,42,1,20,20,1,0,0,0,0,2
2018-02-02,6.09333333333333,65.0833333333333,39,27,2,7,10,0,0,0,0,0,2
2018-02-03,-1.88666666666667,42.96,38,29,1,7,9,0,0,0,0,0,2
2018-02-04,-1.02,39.2066666666667,51,29,3,14,14,0,1,0,0,0,2
2018-02-05,1.42666666666667,94.6766666666667,47,40,0,11,10,0,0,0,0,0,2
2018-02-06,2.92333333333333,58.2066666666667,48,38,1,13,10,0,1,0,0,0,2
2018-02-07,6.21666666666667,76.5066666666667,52,40,4,17,13,0,2,0,0,0,2
2018-02-08,5.97333333333333,90.47,67,52,1,11,13,0,1,0,0,0,2
2018-02-09,4.64666666666667,54.91,45,32,3,7,10,0,1,0,0,0,2
2018-02-10,5.65333333333333,70.1033333333333,38,33,2,7,7,0,1,0,0,0,2
2018-02-11,10.8466666666667,92.1033333333333,43,33,2,6,10,0,0,0,0,0,2
2018-02-12,16.7266666666667,92.75,56,37,1,17,14,1,3,1,2,2,2
2018-02-13,11.7866666666667,75.1966666666667,52,41,1,11,11,0,3,0,0,0,2
2018-02-14,3.44,73.9333333333333,45,27,4,14,16,0,1,0,0,0,2
2018-02-15,8.14333333333333,98.28,51,41,4,12,16,0,1,0,0,0,2
2018-02-16,17.82,77.47,59,37,2,16,18,0,3,3,0,0,2
2018-02-17,17.1466666666667,55.9833333333333,38,29,2,7,14,0,2,1,0,0,2
2018-02-18,6.15333333333333,90.29,52,36,1,9,12,1,0,1,1,1,2
2018-02-19,10.0466666666667,58.9766666666667,45,33,2,5,6,0,0,0,0,0,2
2018-02-20,9.13666666666667,100.023333333333,52,37,1,7,12,0,1,0,0,0,2
2018-02-21,14.7533333333333,96.1966666666667,70,55,2,14,16,3,2,2,0,0,2
2018-02-22,19.3633333333333,84.3733333333333,55,39,2,10,13,0,1,1,1,1,2
2018-02-23,18.2933333333333,81.9466666666667,46,34,1,10,11,0,2,0,0,0,2
2018-02-24,16.4,77.31,43,32,0,9,9,0,0,0,0,0,2
2018-02-25,18.51,73.7733333333333,48,39,0,9,8,0,1,0,0,0,2
2018-02-26,15.2066666666667,84.3866666666667,62,48,1,7,18,0,1,0,0,0,2
2018-02-27,9.12333333333333,78.94,45,34,3,5,9,0,1,0,1,1,2
2018-02-28,7.92333333333333,54.8166666666667,63,41,0,16,13,1,3,0,2,2,2
2018-03-01,9.11333333333333,87.2866666666667,41,28,0,9,10,0,0,0,0,0,2
2018-03-02,9.79333333333333,78.1033333333333,41,27,3,5,9,0,2,1,0,0,2
2018-03-03,6.68,32.27,46,34,1,10,9,0,2,0,0,0,2
2018-03-04,6.65,26.1933333333333,35,26,4,2,6,0,0,0,0,0,2
2018-03-05,7.08666666666667,33.6766666666667,45,30,2,10,14,0,2,0,0,0,2
2018-03-06,6.85333333333333,48.4166666666667,54,49,1,7,9,0,1,0,0,0,2
2018-03-07,3.78666666666667,93.1866666666667,46,30,1,9,13,0,0,0,0,0,2
2018-03-08,3.12333333333333,54.22,50,39,3,12,11,0,1,0,0,0,2
2018-03-09,2.09,46.26,51,36,4,12,18,0,1,0,0,0,2
2018-03-10,5.17666666666667,43.8,44,30,0,7,10,1,1,0,0,0,2
2018-03-11,7.69,63.4333333333333,47,34,2,16,14,0,5,0,0,0,2
2018-03-12,3.88666666666667,95.5766666666667,50,32,2,9,8,0,0,1,0,0,2
2018-03-13,3,65.8166666666667,60,48,4,14,15,0,2,0,0,0,2
2018-03-14,3.63333333333333,48.13,40,31,1,9,8,0,0,0,0,0,2
2018-03-15,1.08333333333333,43.43,53,38,4,14,8,0,0,0,0,0,2
2018-03-16,9.69,35.3433333333333,50,37,3,14,15,0,0,0,0,0,2
2018-03-17,11.8333333333333,33.73,38,24,1,10,6,0,2,0,3,3,2
2018-03-18,13.76,55.0633333333333,46,41,1,7,9,0,0,0,0,0,2
2018-03-19,14.01,54.47,49,36,3,9,12,0,1,0,0,0,2
2018-03-20,13.3966666666667,80.2866666666667,66,50,2,17,15,0,3,1,2,2,2
2018-03-21,6.63666666666667,89.6566666666667,52,38,0,10,10,0,2,0,0,0,2
