Date,TAVG,RH,Mental_Health,Substance,Schizophrenia,Mood,Anxiety,Behavioral,Personality,Intellectual,Developmental,Emotional,loc
2016-05-23,15.0866666666667,87.6,43,25,2,15,11,0,0,0,1,1,5
2016-05-24,14.9933333333333,83.1533333333333,61,38,6,11,12,1,1,2,0,0,5
2016-05-25,21.5166666666667,60.7166666666667,52,38,2,13,7,0,1,1,1,1,5
2016-05-26,24.8966666666667,56.8333333333333,50,36,2,7,8,0,0,0,0,0,5
2016-05-27,24.73,64.0633333333333,54,36,2,10,10,0,0,0,0,0,5
2016-05-28,22.5233333333333,64.7866666666667,42,26,1,11,10,0,2,0,0,0,5
2016-05-29,24.5533333333333,72.09,39,26,2,13,9,0,2,0,1,1,5
2016-05-30,25.19,83.5033333333333,55,37,6,5,8,0,0,1,0,0,5
2016-05-31,24.1233333333333,85.3233333333333,49,39,2,8,5,1,2,1,1,1,5
2016-06-01,24.2766666666667,81.9966666666667,52,38,1,12,8,0,0,1,0,0,5
2016-06-02,24.13,85.61,48,35,2,16,12,0,0,0,0,0,5
2016-06-03,23.9933333333333,83.7133333333333,37,21,0,7,9,1,0,0,0,0,5
2016-06-04,26.78,75.1833333333333,38,26,1,10,11,0,1,2,0,0,5
2016-06-05,27.3833333333333,75.2233333333333,47,29,1,14,11,0,0,2,2,2,5
2016-06-06,27.7666666666667,74.17,41,31,1,10,6,0,0,1,1,1,5
2016-06-07,24.25,87.29,49,33,2,12,12,0,0,2,0,0,5
2016-06-08,23.9433333333333,69.6166666666667,30,21,1,8,7,0,1,0,0,0,5
2016-06-09,19.9466666666667,59.18,28,21,1,6,6,0,0,0,0,0,5
2016-06-10,21.46,55.21,35,25,0,7,7,0,0,1,0,0,5
2016-06-11,23.4566666666667,52.96,45,21,4,19,12,0,2,0,0,0,5
2016-06-12,28.14,69.14,32,18,2,11,8,0,1,1,0,0,5
2016-06-13,26.3333333333333,60.0733333333333,41,32,1,7,9,0,3,0,0,0,5
2016-06-14,22.2133333333333,54.92,45,26,4,8,12,0,0,1,0,0,5
2016-06-15,25.96,62.45,34,19,0,10,7,0,0,0,0,0,5
2016-06-16,27.09,78.3333333333333,34,17,0,11,9,0,0,0,1,1,5
2016-06-17,26.73,78.7733333333333,46,34,5,4,9,0,1,0,2,2,5
2016-06-18,23.1266666666667,81.08,40,27,3,10,6,0,0,0,1,1,5
2016-06-19,21.37,62.2366666666667,37,24,1,6,12,0,1,0,0,0,5
2016-06-20,21.51,59.5,55,31,2,10,13,0,0,3,0,0,5
2016-06-21,25.1266666666667,50.3066666666667,39,21,2,9,14,0,1,2,1,1,5
2016-06-22,26.8933333333333,64.4566666666667,29,19,2,5,7,0,0,1,0,0,5
2016-06-23,27.96,66.2266666666667,55,38,3,12,13,0,2,1,1,1,5
2016-06-24,26.8466666666667,71.8233333333333,37,19,1,11,9,0,0,0,1,1,5
2016-06-25,26.2233333333333,78.79,45,30,2,9,5,0,0,0,0,0,5
2016-06-26,23.4233333333333,83.5133333333334,48,34,4,21,10,0,1,1,0,0,5
2016-06-27,24.23,70.8133333333333,46,29,3,12,11,0,1,2,1,1,5
2016-06-28,26.4766666666667,69.1433333333333,40,27,0,9,7,0,2,0,0,0,5
2016-06-29,24.4166666666667,85.2466666666667,45,31,5,12,11,0,1,1,1,1,5
2016-06-30,26.2566666666667,72.2833333333333,56,44,3,12,9,0,0,1,0,0,5
2016-07-01,26.88,75.8066666666667,48,26,5,17,10,0,1,1,0,0,5
2016-07-02,26.8933333333333,79.4433333333334,48,27,2,14,11,0,0,2,2,2,5
2016-07-03,27.24,76.1266666666667,43,28,2,13,10,0,1,0,1,1,5
2016-07-04,24.4433333333333,83.7066666666667,38,22,2,8,9,0,1,0,1,1,5
2016-07-05,26.1933333333333,85.8633333333333,40,21,2,11,11,0,1,0,0,0,5
2016-07-06,28.87,73.8333333333333,42,23,3,15,6,0,1,1,1,1,5
2016-07-07,27.8566666666667,77.79,48,36,3,11,11,1,1,3,0,0,5
2016-07-08,28.15,71.67,34,24,3,9,10,0,0,1,0,0,5
2016-07-09,27.8666666666667,72.1633333333333,26,13,0,11,8,0,1,1,0,0,5
2016-07-10,26.8466666666667,77.9133333333333,50,36,0,15,8,0,0,0,0,0,5
2016-07-11,26.7166666666667,70.6733333333333,49,35,1,16,7,0,2,0,1,1,5
2016-07-12,26.53,74.1866666666667,30,19,1,8,6,1,1,1,0,0,5
2016-07-13,27.59,75.0833333333333,48,32,1,13,16,2,2,0,1,1,5
2016-07-14,28.6633333333333,75.01,43,29,2,7,7,0,1,2,2,2,5
2016-07-15,29.94,69.9466666666667,50,30,0,11,12,0,0,1,1,1,5
2016-07-16,28.2666666666667,72.9466666666667,41,26,2,11,8,1,1,1,1,1,5
2016-07-17,26.1766666666667,80.4766666666667,29,15,1,8,6,0,1,3,0,0,5
2016-07-18,26.9766666666667,78.4933333333333,57,39,4,14,8,1,0,2,1,1,5
2016-07-19,28.6566666666667,74.55,30,23,2,5,2,0,1,1,1,1,5
2016-07-20,26.6866666666667,75.4533333333333,41,28,3,9,7,0,0,3,0,0,5
2016-07-21,26.0566666666667,75.4066666666667,38,31,4,10,11,0,0,0,0,0,5
2016-07-22,26.8266666666667,71.37,39,28,3,12,6,0,3,0,1,1,5
2016-07-23,27.7166666666667,71.7366666666667,32,18,2,14,8,0,0,2,1,1,5
2016-07-24,28.6566666666667,74.0133333333333,40,25,2,7,6,1,0,0,1,1,5
2016-07-25,29.8066666666667,72.3366666666667,37,21,2,10,7,0,3,0,2,2,5
2016-07-26,29.84,70.0033333333333,52,36,3,13,10,0,0,2,0,0,5
2016-07-27,30.4066666666667,70.45,48,30,2,17,12,1,2,2,0,0,5
2016-07-28,30.17,71.95,47,37,3,7,9,1,0,2,0,0,5
2016-07-29,30.9866666666667,64.4933333333333,51,26,7,21,12,0,2,1,0,0,5
2016-07-30,28.68,72.07,41,23,6,9,9,0,1,0,0,0,5
2016-07-31,29.0533333333333,74.1033333333333,46,26,3,17,7,0,2,1,1,1,5
2016-08-01,27.77,75.9766666666667,55,38,1,7,8,0,1,3,0,0,5
2016-08-02,27.4733333333333,78.43,57,37,3,9,11,1,3,4,0,0,5
2016-08-03,27.35,78.27,50,31,1,14,11,1,1,0,1,1,5
2016-08-04,25.53,78.8466666666667,53,41,3,12,11,0,1,1,0,0,5
2016-08-05,26.6666666666667,76.25,45,27,1,12,11,0,2,1,0,0,5
2016-08-06,28.3,75.3533333333333,27,20,2,10,6,2,0,1,0,0,5
2016-08-07,29.34,74.8733333333333,20,8,2,5,5,0,0,0,0,0,5
2016-08-08,27.3433333333333,80.8466666666667,37,23,2,4,6,0,2,3,1,1,5
2016-08-09,27,80.06,44,27,2,8,15,0,4,2,1,1,5
2016-08-10,27.1933333333333,81.81,36,25,1,9,8,0,1,0,0,0,5
2016-08-11,27.86,77.84,54,38,4,12,10,0,1,2,0,0,5
2016-08-12,28.03,78.29,47,29,1,13,12,0,2,0,1,1,5
2016-08-13,29.1366666666667,77.4033333333333,47,30,0,10,8,0,0,1,1,1,5
2016-08-14,29.6966666666667,73.1366666666667,55,42,2,9,9,0,0,3,0,0,5
2016-08-15,29.89,73.7166666666667,59,42,2,12,9,0,0,2,0,0,5
2016-08-16,29.3566666666667,71.7033333333333,51,37,1,9,9,1,1,0,1,1,5
2016-08-17,29.1033333333333,71.59,44,26,5,14,13,0,2,1,1,1,5
2016-08-18,29.7366666666667,68.8733333333333,39,27,2,11,6,0,1,2,0,0,5
2016-08-19,28.99,71.22,38,24,1,9,6,0,0,1,0,0,5
2016-08-20,27.4666666666667,75.72,40,23,5,10,11,0,1,3,0,0,5
2016-08-21,27.3866666666667,77.1533333333333,42,25,2,11,7,1,0,1,1,1,5
2016-08-22,28.1,73.96,36,26,3,4,6,0,1,3,0,0,5
2016-08-23,24.61,66.2766666666667,50,34,1,10,16,2,1,3,1,1,5
2016-08-24,23.4,67.8933333333333,37,26,4,9,9,0,0,0,2,2,5
2016-08-25,23.6366666666667,69.3266666666667,35,17,2,11,10,0,0,1,1,1,5
2016-08-26,26.1966666666667,70.1166666666667,47,29,4,17,10,0,2,0,1,1,5
2016-08-27,28.5966666666667,70.2533333333333,48,28,2,9,13,0,0,2,1,1,5
2016-08-28,28.2633333333333,70.9566666666667,43,29,1,10,11,0,0,0,0,0,5
2016-08-29,26.6666666666667,79.79,56,38,6,8,13,2,2,1,0,0,5
2016-08-30,25.25,79.75,71,48,3,19,14,0,1,0,2,2,5
2016-08-31,26.1633333333333,77.28,54,40,6,7,9,2,0,1,0,0,5
2016-09-01,25.7766666666667,79.0933333333333,35,19,2,12,9,0,1,1,0,0,5
2016-09-02,27.6633333333333,71.4366666666667,42,28,2,14,13,0,0,1,0,0,5
2016-09-03,21.5133333333333,97.1866666666667,43,26,3,10,9,0,1,0,0,0,5
2016-09-04,20.56,89.3466666666667,48,38,2,11,7,0,2,0,1,1,5
2016-09-05,21.2266666666667,72.3433333333333,45,24,3,15,14,0,1,3,1,1,5
2016-09-06,21.9566666666667,72.7833333333333,47,29,0,11,16,0,1,3,1,1,5
2016-09-07,25.61,63.76,29,20,2,5,10,0,0,1,0,0,5
2016-09-08,26.5166666666667,74.71,61,38,1,12,16,1,0,0,0,0,5
2016-09-09,27.5166666666667,67.7833333333333,41,30,4,7,7,0,1,0,0,0,5
2016-09-10,27.6933333333333,69.4833333333333,31,21,2,9,5,1,0,0,0,0,5
2016-09-11,27.5133333333333,69.5666666666667,49,35,2,11,7,1,1,1,1,1,5
2016-09-12,27.2933333333333,72.7333333333333,44,30,2,9,5,0,0,0,0,0,5
2016-09-13,23.6633333333333,77.9066666666667,65,52,2,11,10,0,0,0,0,0,5
2016-09-14,23.94,71.76,67,46,2,12,19,0,1,3,0,0,5
2016-09-15,24.76,70.6766666666667,57,37,4,15,19,0,1,3,0,0,5
2016-09-16,25.4266666666667,72.1966666666667,38,25,3,8,9,0,1,0,0,0,5
2016-09-17,23.2033333333333,82.2566666666667,51,36,6,11,10,0,0,1,1,1,5
2016-09-18,25.53,78.05,30,22,2,7,6,0,2,0,1,1,5
2016-09-19,26.77,81.73,49,33,4,17,12,1,0,2,2,2,5
2016-09-20,25.9466666666667,81.0633333333333,48,35,1,13,6,0,0,0,0,0,5
2016-09-21,23.4333333333333,92.7933333333333,42,19,2,13,11,0,2,1,0,0,5
2016-09-22,22.9533333333333,94.1666666666667,33,17,3,8,10,0,0,0,0,0,5
2016-09-23,25.2233333333333,83.6633333333333,46,34,3,8,9,0,1,1,0,0,5
2016-09-24,23.04,88.7333333333333,40,22,2,9,6,0,0,2,1,1,5
2016-09-25,25.6566666666667,74.6466666666667,28,17,0,8,7,0,0,2,1,1,5
2016-09-26,20.6333333333333,81.17,43,22,4,13,7,0,0,0,1,1,5
2016-09-27,22.0733333333333,78.42,49,34,3,12,12,1,1,1,0,0,5
2016-09-28,24.1333333333333,80.37,51,37,5,11,14,0,4,3,1,1,5
2016-09-29,25.0866666666667,78.8566666666667,37,20,2,12,14,1,1,0,0,0,5
2016-09-30,23.18,89.9566666666667,36,23,3,5,12,0,1,1,0,0,5
2016-10-01,24.07,86.2633333333333,34,23,1,6,6,1,0,1,2,2,5
2016-10-02,24.0066666666667,76.68,38,19,5,11,7,1,1,0,1,1,5
2016-10-03,22.6233333333333,78.1933333333333,46,30,5,15,11,2,0,0,0,0,5
2016-10-04,22.09,76.1333333333333,47,32,1,16,11,0,2,0,0,0,5
2016-10-05,20.3933333333333,76.45,41,24,0,11,10,0,0,1,0,0,5
2016-10-06,20.7733333333333,78.0666666666667,60,40,5,25,11,1,2,1,0,0,5
2016-10-07,20.3066666666667,94.1833333333333,49,31,1,16,14,0,1,3,0,0,5
2016-10-08,23.19,89.3766666666667,45,27,1,12,9,1,1,1,0,0,5
2016-10-09,19.51,93.02,35,24,1,11,6,0,0,0,1,1,5
2016-10-10,15.74,55.63,35,22,5,10,8,1,2,4,0,0,5
2016-10-11,12.97,67.3733333333333,48,26,2,15,14,0,0,2,0,0,5
2016-10-12,15.6866666666667,71.98,46,29,2,18,14,0,1,0,0,0,5
2016-10-13,18.3466666666667,74.8566666666667,69,50,2,15,11,0,0,2,1,1,5
2016-10-14,19.4,70.8433333333333,29,15,3,8,11,0,1,0,1,1,5
2016-10-15,16.1166666666667,71.9366666666667,23,15,2,8,5,0,0,0,0,0,5
2016-10-16,16.74,71.9466666666667,45,33,1,12,9,0,2,1,1,1,5
2016-10-17,19.78,72.44,44,28,3,9,12,0,0,1,0,0,5
2016-10-18,21.37,72.4266666666667,34,22,2,9,6,0,0,0,0,0,5
2016-10-19,22.6766666666667,72.9,37,24,5,6,4,0,1,3,0,0,5
2016-10-20,23.6466666666667,71.3633333333333,43,26,1,10,9,0,1,1,0,0,5
2016-10-21,21.5766666666667,74.1633333333333,28,18,2,11,6,0,2,0,0,0,5
2016-10-22,19.7266666666667,63.06,43,30,3,16,7,1,0,1,0,0,5
2016-10-23,11.8,55.6233333333333,42,27,5,7,10,0,0,1,0,0,5
2016-10-24,14.14,58.47,41,26,2,13,8,0,1,0,0,0,5
2016-10-25,17.5033333333333,56.8466666666667,44,27,2,21,16,1,2,0,0,0,5
2016-10-26,11.4,62.5,43,28,1,12,13,1,0,0,0,0,5
2016-10-27,13.6533333333333,64.49,49,32,1,11,10,0,0,0,0,0,5
2016-10-28,18.23,76.8166666666667,54,36,4,13,6,0,2,0,2,2,5
2016-10-29,15.5966666666667,70.59,39,26,0,14,8,0,2,1,0,0,5
2016-10-30,18.26,63.7133333333333,48,36,2,9,9,0,1,1,0,0,5
2016-10-31,21.5166666666667,63.9333333333333,37,21,2,11,7,0,1,2,0,0,5
2016-11-01,14.4133333333333,78.6166666666667,48,27,3,16,9,1,1,1,0,0,5
2016-11-02,14.89,80.08,32,20,2,6,6,1,0,0,0,0,5
2016-11-03,18.0766666666667,81.1533333333333,37,21,1,10,9,0,3,1,1,1,5
2016-11-04,21.1933333333333,69.4266666666667,43,24,1,12,10,1,0,1,1,1,5
2016-11-05,12.2566666666667,75.1633333333334,42,22,0,10,12,0,0,2,1,1,5
2016-11-06,10.5933333333333,66.3466666666667,41,20,1,11,13,0,2,1,0,0,5
2016-11-07,12.5166666666667,65.13,48,31,2,12,10,0,1,3,1,1,5
2016-11-08,8.66,66.7533333333333,57,35,2,13,12,1,3,0,1,1,5
2016-11-09,10.4,69.8866666666667,31,17,1,9,6,0,1,1,0,0,5
2016-11-10,10.89,82.6533333333333,55,42,5,12,10,0,2,0,0,0,5
2016-11-11,10.2166666666667,59.3533333333333,41,20,1,13,10,0,0,4,1,1,5
2016-11-12,13.02,51.85,46,21,1,12,12,1,0,4,1,1,5
2016-11-13,5.13333333333333,70.3266666666667,40,24,1,14,10,0,2,2,0,0,5
2016-11-14,7.8,81.7366666666667,32,20,2,6,7,1,4,0,1,1,5
2016-11-15,13.4533333333333,86.0166666666667,43,28,1,9,10,0,3,0,0,0,5
2016-11-16,10.0166666666667,75.1,43,32,1,8,12,0,1,1,1,1,5
2016-11-17,11.29,65.13,45,26,6,10,8,2,0,1,1,1,5
2016-11-18,10.84,68.07,43,25,3,15,10,0,2,0,0,0,5
2016-11-19,13.54,69.45,50,29,2,13,14,1,0,2,1,1,5
2016-11-20,13.5866666666667,47.56,45,28,3,11,12,0,0,0,0,0,5
2016-11-21,4.82333333333333,47.9366666666667,28,14,1,6,10,0,1,1,0,0,5
2016-11-22,4.21666666666667,48.4866666666667,38,25,2,11,9,0,0,1,0,0,5
2016-11-23,4.73333333333333,53.2033333333333,27,18,2,10,8,0,0,0,0,0,5
2016-11-24,6.84333333333333,58.6133333333333,26,16,0,7,13,0,2,1,2,2,5
2016-11-25,14.8033333333333,80.5133333333333,45,26,1,13,10,0,1,3,3,3,5
2016-11-26,16.0766666666667,87.16,37,19,3,11,9,0,2,1,0,0,5
2016-11-27,6.44,78.7433333333333,42,27,1,6,12,0,2,1,1,1,5
2016-11-28,5.67333333333333,64.99,30,19,1,5,6,2,0,0,1,1,5
2016-11-29,8.60666666666667,90.6166666666667,54,35,3,13,19,0,1,0,0,0,5
2016-11-30,20,84.9033333333333,62,44,2,8,12,2,1,0,0,0,5
2016-12-01,21.3666666666667,87.0933333333333,43,21,3,11,9,0,0,0,0,0,5
2016-12-02,10.74,67.5333333333333,48,28,1,18,15,0,1,0,1,1,5
2016-12-03,6.97333333333333,63.4,40,24,3,12,11,0,1,0,0,0,5
2016-12-04,6.31,67.9266666666667,39,22,2,9,11,0,0,0,0,0,5
2016-12-05,7.37,82.83,46,31,0,6,8,0,2,4,1,1,5
2016-12-06,10.8766666666667,79.2033333333333,61,39,1,19,11,0,0,0,0,0,5
2016-12-07,10.5733333333333,88.51,55,36,1,17,10,1,2,2,0,0,5
2016-12-08,9.57,79.75,42,28,5,12,12,1,1,3,2,2,5
2016-12-09,5.28666666666667,64.3,35,26,4,13,9,1,3,1,0,0,5
2016-12-10,0.293333333333333,57.56,46,31,4,14,12,1,1,1,0,0,5
2016-12-11,0.22,59.9233333333333,40,24,0,12,6,0,0,0,0,0,5
2016-12-12,4.81333333333333,79.9633333333333,62,45,2,12,10,1,1,0,1,1,5
2016-12-13,9.55333333333333,100,44,32,1,12,6,0,1,0,0,0,5
2016-12-14,7.94333333333333,99.9766666666667,37,23,1,10,7,0,2,1,0,0,5
2016-12-15,5.72,90.9233333333333,37,25,3,10,7,0,1,1,0,0,5
2016-12-16,0.45,37.3966666666667,41,24,4,11,7,0,0,0,2,2,5
2016-12-17,-1.81666666666667,54.87,35,24,0,7,9,0,1,0,1,1,5
2016-12-18,9.26666666666667,100.046666666667,52,36,1,8,12,0,0,0,0,0,5
2016-12-19,14.2666666666667,85.9,55,30,2,17,13,1,1,3,1,1,5
2016-12-20,1.59333333333333,89.18,62,39,3,14,19,0,0,1,0,0,5
2016-12-21,1.89666666666667,82.59,62,41,5,9,13,1,2,2,2,2,5
2016-12-22,5.18333333333333,63.0666666666667,57,37,5,11,13,0,1,0,0,0,5
2016-12-23,8.34666666666667,60.49,47,29,3,9,10,0,0,1,0,0,5
2016-12-24,5.2,76.9933333333333,39,23,3,9,9,0,0,1,0,0,5
2016-12-25,11.3066666666667,89.53,37,22,1,7,7,0,0,0,0,0,5
2016-12-26,11.3666666666667,71.4,51,39,3,10,10,0,1,0,1,1,5
2016-12-27,12.1433333333333,84.6833333333333,51,34,2,12,13,0,0,0,0,0,5
2016-12-28,15.3533333333333,93.3366666666667,38,29,2,9,4,0,1,0,1,1,5
2016-12-29,8.7,67.67,43,24,3,11,11,1,1,2,0,0,5
2016-12-30,8.56,61.8666666666667,59,42,3,10,6,0,1,0,0,0,5
2016-12-31,2.29333333333333,57.8133333333333,46,20,4,14,10,0,1,3,1,1,5
2017-01-01,4.05333333333333,66.8766666666667,44,29,2,5,11,0,1,0,0,0,5
2017-01-02,9.14,96.1566666666667,56,28,2,18,14,2,1,3,1,1,5
2017-01-03,12.0266666666667,97.11,53,42,2,10,10,0,0,0,1,1,5
2017-01-04,13.8066666666667,97.7266666666667,62,35,5,17,7,0,1,5,0,0,5
2017-01-05,9.12666666666667,69.1033333333333,56,37,4,12,17,0,0,2,1,1,5
2017-01-06,4.17333333333333,65.34,52,34,3,15,13,0,3,0,0,0,5
2017-01-07,2.93,81.24,34,21,3,10,10,0,1,0,0,0,5
2017-01-08,-5.18,86.5133333333333,40,29,2,9,7,0,0,0,0,0,5
2017-01-09,-7.32333333333333,65.4866666666667,44,32,4,5,6,1,1,3,0,0,5
2017-01-10,-5.45333333333333,72.45,54,34,3,14,16,0,1,0,0,0,5
2017-01-11,1.54,94.8133333333333,42,30,0,5,10,0,1,1,0,0,5
2017-01-12,11.0466666666667,99.07,70,50,6,21,12,2,0,1,2,2,5
2017-01-13,17,74.44,53,39,2,8,9,1,3,4,0,0,5
2017-01-14,15.33,61.1233333333333,49,27,3,10,12,0,2,2,1,1,5
2017-01-15,7.07333333333333,89.08,47,34,1,11,9,0,1,1,2,2,5
2017-01-16,9.24666666666667,71.37,55,30,2,19,14,0,2,0,0,0,5
2017-01-17,8.21333333333333,78.8366666666667,47,26,1,9,11,1,0,1,2,2,5
2017-01-18,12.4833333333333,98.8566666666667,41,32,2,5,6,2,2,1,0,0,5
2017-01-19,12.0633333333333,70.1666666666667,51,32,3,9,12,0,2,1,1,1,5
2017-01-20,9.20666666666667,77.5133333333333,48,32,4,10,9,0,3,4,0,0,5
2017-01-21,11.6366666666667,90.8366666666667,53,38,1,14,10,0,0,0,1,1,5
2017-01-22,12.27,99.9333333333333,49,43,2,10,4,0,0,0,0,0,5
2017-01-23,13.2533333333333,96.92,55,43,2,12,13,0,0,0,0,0,5
2017-01-24,11.6766666666667,78.2666666666667,58,43,3,11,12,0,1,1,1,1,5
2017-01-25,9.36,65.9933333333333,65,43,1,18,10,0,1,0,0,0,5
2017-01-26,12.86,62.5133333333333,50,32,3,16,12,0,0,0,0,0,5
2017-01-27,11.25,55.0866666666667,46,28,0,5,10,0,3,3,2,2,5
2017-01-28,4.50333333333333,60.7933333333333,39,29,6,7,6,1,2,0,1,1,5
2017-01-29,4.88333333333333,53.88,38,27,1,11,9,0,1,1,0,0,5
2017-01-30,6.61333333333333,52.6566666666667,57,44,4,10,6,1,1,1,0,0,5
2017-01-31,2.60333333333333,49.6766666666667,50,36,1,13,7,0,1,1,0,0,5
2017-02-01,12.9866666666667,53.3533333333333,34,24,2,9,4,0,0,0,1,1,5
2017-02-02,12.9633333333333,58.5633333333333,51,29,1,7,8,0,3,1,2,2,5
2017-02-03,10.5466666666667,58.3833333333333,51,33,5,15,8,0,1,1,0,0,5
2017-02-04,0.883333333333333,76.1833333333333,42,31,2,8,5,0,0,1,0,0,5
2017-02-05,1.21,51.27,42,31,1,11,7,0,0,0,0,0,5
2017-02-06,7.13333333333333,56.65,51,40,4,11,6,0,2,0,0,0,5
2017-02-07,9.51,67.74,52,30,2,12,11,0,0,0,0,0,5
2017-02-08,15.86,78.4733333333333,59,41,4,17,13,0,0,3,1,1,5
2017-02-09,17.9133333333333,73.91,56,35,5,14,10,1,0,3,0,0,5
2017-02-10,5.59,42.3666666666667,46,30,3,7,6,0,0,1,0,0,5
2017-02-11,3.58,47.5566666666667,66,49,1,15,13,0,1,4,2,2,5
2017-02-12,14.79,55.4433333333333,68,52,2,12,11,1,2,1,0,0,5
2017-02-13,18.2066666666667,59.7633333333333,51,40,0,10,8,0,1,0,0,0,5
2017-02-14,6.47,37.8933333333333,56,42,3,10,12,0,1,1,0,0,5
2017-02-15,8.81666666666667,62.0733333333333,80,48,0,22,10,0,0,2,1,1,5
2017-02-16,6.70666666666667,69.92,57,39,3,11,5,0,1,3,0,0,5
2017-02-17,4.12666666666667,46.5766666666667,47,31,4,14,6,0,0,0,0,0,5
2017-02-18,9.52666666666667,51.58,64,38,5,17,14,0,1,1,1,1,5
2017-02-19,13.45,52.2266666666667,56,41,3,12,7,1,1,1,0,0,5
2017-02-20,14.7833333333333,54.1433333333333,52,33,4,10,8,0,1,0,0,0,5
2017-02-21,12.7833333333333,54.3333333333333,60,41,3,10,7,3,1,1,0,0,5
2017-02-22,11.2566666666667,75.6833333333333,68,48,1,12,7,0,2,0,1,1,5
2017-02-23,15.2166666666667,73.0066666666667,54,29,2,12,8,0,0,1,2,2,5
2017-02-24,16.6833333333333,70.7133333333333,53,40,1,10,6,0,1,5,0,0,5
2017-02-25,17.4666666666667,75.42,62,45,2,17,6,1,1,1,0,0,5
2017-02-26,15.7733333333333,53.53,50,41,2,7,6,0,0,1,0,0,5
2017-02-27,6.87666666666667,47.21,53,41,0,13,8,0,1,3,0,0,5
2017-02-28,10.69,68.8466666666667,60,47,0,17,11,0,0,0,0,0,5
2017-03-01,18.4,87.4266666666667,55,36,3,12,10,0,2,3,1,1,5
2017-03-02,19.8066666666667,71.77,63,39,1,16,12,0,1,0,0,0,5
2017-03-03,7.41333333333333,51.79,53,31,4,14,14,2,2,0,0,0,5
2017-03-04,5.34666666666667,41.3166666666667,56,45,1,6,6,0,1,0,1,1,5
2017-03-05,4.26666666666667,46.91,49,38,2,6,5,0,1,1,0,0,5
2017-03-06,4.05333333333333,53.56,57,48,0,6,5,1,0,0,0,0,5
2017-03-07,9.27,70.49,63,45,3,15,9,0,0,3,0,0,5
2017-03-08,16.18,69.8066666666667,62,49,1,7,3,1,0,1,2,2,5
2017-03-09,12.4033333333333,52.4566666666667,56,34,3,15,14,1,4,0,1,1,5
2017-03-10,14.9933333333333,36.67,51,30,2,11,12,0,0,0,1,1,5
2017-03-11,10.3866666666667,47.5966666666667,37,21,0,12,9,0,1,1,1,1,5
2017-03-12,5.64666666666667,37.4466666666667,44,30,2,11,10,0,1,0,0,0,5
2017-03-13,2.14666666666667,66.97,53,45,1,7,8,0,1,1,0,0,5
2017-03-14,5.61333333333333,85.71,53,37,3,12,9,2,3,0,2,2,5
2017-03-15,4.45333333333333,53.3633333333333,48,35,2,10,7,0,0,2,1,1,5
2017-03-16,0.426666666666667,33.76,45,32,3,13,10,0,2,2,1,1,5
2017-03-17,1.82,46.0966666666667,46,35,1,14,10,2,1,0,0,0,5
2017-03-18,5.84333333333333,54.17,44,22,3,14,14,0,2,1,0,0,5
2017-03-19,9.14333333333333,91.7166666666667,55,38,3,12,8,1,2,0,1,1,5
2017-03-20,5.10666666666667,75.68,68,47,8,13,14,0,0,3,2,2,5
2017-03-21,8.33333333333333,72.6033333333333,64,52,4,7,4,0,1,2,1,1,5
2017-03-22,18.0766666666667,58.3533333333333,50,30,3,15,10,0,1,0,3,3,5
2017-03-23,7.33,54.6366666666667,56,39,3,12,15,0,2,0,0,0,5
2017-03-24,5.41333333333333,52.5166666666667,51,35,1,9,12,0,3,1,0,0,5
2017-03-25,11.7733333333333,74.5766666666667,40,25,1,9,9,0,1,0,2,2,5
2017-03-26,17.3733333333333,65.6766666666667,48,33,2,10,11,0,1,3,1,1,5
2017-03-27,17.5366666666667,67.79,60,47,2,13,11,0,2,1,0,0,5
2017-03-28,19.1966666666667,67.11,62,44,2,19,14,0,1,0,0,0,5
2017-03-29,17.59,82.2566666666667,50,35,5,6,13,0,2,2,0,0,5
2017-03-30,13.5733333333333,80.0933333333333,47,35,1,16,11,0,1,0,0,0,5
2017-03-31,14.5733333333333,73.6966666666667,62,43,3,17,10,0,3,0,0,0,5
2017-04-01,18.2233333333333,74.5433333333333,52,39,4,9,9,0,0,0,1,1,5
2017-04-02,16.39,59.4,50,40,5,7,11,0,0,2,0,0,5
2017-04-03,12.57,61.8866666666667,39,25,2,11,10,0,1,1,0,0,5
2017-04-04,16.9666666666667,90.6533333333333,43,34,4,6,10,0,0,0,0,0,5
2017-04-05,20.8833333333333,64.5966666666667,42,28,1,11,9,1,0,0,0,0,5
2017-04-06,21.2333333333333,71.8766666666667,49,32,7,4,7,0,1,1,1,1,5
2017-04-07,16.2133333333333,49.1433333333333,60,45,3,12,8,0,2,3,1,1,5
2017-04-08,7.79666666666667,53.8966666666667,60,44,3,11,11,0,0,1,0,0,5
2017-04-09,11.1533333333333,47.1266666666667,47,36,4,10,6,1,2,0,1,1,5
2017-04-10,15.6866666666667,47.5033333333333,63,46,1,17,9,0,0,2,0,0,5
2017-04-11,18.21,58.8566666666667,56,38,7,10,13,1,0,0,0,0,5
2017-04-12,20.3566666666667,58.7066666666667,52,42,0,12,10,0,4,2,1,1,5
2017-04-13,21.19,64.2466666666667,44,32,1,9,10,0,0,0,1,1,5
2017-04-14,16.6833333333333,57.5633333333333,38,26,3,9,8,0,0,1,0,0,5
2017-04-15,18.7433333333333,68.0433333333333,44,27,1,13,9,0,2,0,1,1,5
2017-04-16,21.9566666666667,67.7666666666667,43,31,0,10,11,3,1,1,1,1,5
