Date,sumCTL,areacode,Year,substance,depressed,suicide,self_harm,stress_anxiety,relationship,bereavement,bully,isolated,eating,abuse,lgbtq,other,racism,covid_19,sexual_abuse,emotional_abuse,uspecified_abuse,Time
2020-02-05,1,225,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,504,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,225,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,225,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,225,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,225,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,337,2020,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,225,2020,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Before
2020-02-05,1,318,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,225,2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-05,1,318,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,337,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,225,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-06,1,504,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,225,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,Before
2020-02-06,1,504,2020,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,225,2020,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,225,2020,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,225,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,504,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,337,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,225,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,985,2020,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,225,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,504,2020,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Before
2020-02-06,1,337,2020,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,504,2020,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,318,2020,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-06,1,504,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,337,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,985,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,504,2020,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,504,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,225,2020,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,225,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,504,2020,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,504,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,337,2020,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,Before
2020-02-07,1,318,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,504,2020,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,225,2020,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,985,2020,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,504,2020,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-07,1,225,2020,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,225,2020,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Before
2020-02-07,1,225,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,504,2020,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-07,1,318,2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,225,2020,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,225,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,318,2020,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,225,2020,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,318,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,337,2020,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-08,1,337,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Before
2020-02-08,1,225,2020,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Before
2020-02-08,1,337,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Before
2020-02-08,1,318,2020,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,225,2020,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,337,2020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Before
2020-02-08,1,337,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-08,1,318,2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,337,2020,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,225,2020,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Before
2020-02-09,1,225,2020,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,337,2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,318,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,318,2020,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Before
2020-02-09,1,318,2020,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,225,2020,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,225,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,225,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,504,2020,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,225,2020,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,337,2020,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Before
2020-02-09,1,504,2020,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,337,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,504,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-09,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-09,1,504,2020,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,318,2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,225,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,318,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,504,2020,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,337,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,225,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,504,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,504,2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,225,2020,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Before
2020-02-10,1,318,2020,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,318,2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,318,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Before
2020-02-10,1,225,2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,504,2020,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-10,1,504,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,318,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,225,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,318,2020,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,225,2020,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Before
2020-02-11,1,225,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-11,1,337,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,337,2020,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,985,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,225,2020,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,318,2020,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,504,2020,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,985,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,985,2020,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,225,2020,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-11,1,337,2020,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,318,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-11,1,504,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,318,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,318,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,225,2020,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,985,2020,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,504,2020,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,985,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,318,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-12,1,318,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,225,2020,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Before
2020-02-12,1,985,2020,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,337,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-12,1,225,2020,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,318,2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-12,1,225,2020,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,337,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,318,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-13,1,985,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,318,2020,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,985,2020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,985,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,318,2020,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,985,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,318,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,225,2020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,225,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,985,2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,225,2020,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,318,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,985,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,225,2020,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,504,2020,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-13,1,225,2020,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,985,2020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,225,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,504,2020,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,318,2020,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,504,2020,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Before
2020-02-14,1,985,2020,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Before
2020-02-14,1,337,2020,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,225,2020,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,504,2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,337,2020,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Before
2020-02-14,1,337,2020,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,504,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,318,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,504,2020,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Before
2020-02-14,1,504,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,337,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-14,1,504,2020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-14,1,504,2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,504,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,337,2020,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,337,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Before
2020-02-15,1,504,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Before
2020-02-15,1,504,2020,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,Before
2020-02-15,1,504,2020,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,504,2020,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Before
2020-02-15,1,337,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Before
2020-02-15,1,985,2020,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,985,2020,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,337,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,504,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,337,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,504,2020,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-15,1,504,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,985,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,504,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,337,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,318,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,337,2020,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,318,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,337,2020,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,318,2020,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Before
2020-02-16,1,318,2020,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,337,2020,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,504,2020,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,225,2020,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,337,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-16,1,318,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Before
2020-02-16,1,225,2020,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,985,2020,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,504,2020,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Before
2020-02-16,1,337,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,337,2020,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,Before
2020-02-16,1,318,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,504,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-16,1,318,2020,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,318,2020,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,985,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,318,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,985,2020,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,225,2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,318,2020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,504,2020,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,318,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,985,2020,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,504,2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Before
2020-02-17,1,225,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,318,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,504,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,337,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,985,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,504,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,504,2020,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,504,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,985,2020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,225,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,225,2020,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,337,2020,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,504,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,318,2020,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,225,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
2020-02-17,1,337,2020,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Before
